"Nome società";"Nome del brand di consulenza ESG";"Sede 1";"Sede 2";"Sede 3";"Sito web";"Email";"Telefono";"Anno fondazione";"Anno di inizio dell'attività di consulenza Esg";"Fascia fatturato complessivo della società in Italia";"Fatturato derivante da attività di consulenza e servizi Esg svolti in Italia";"Cliente 1";"Cliente 2";"Cliente 3";"Cliente 4";"Cliente 5";"Progetto Esg particolarmente significativo portato a termine da un vostro cliente nel 2024";"Indicare le particolarità della società/brand nella consulenza Esg";"Fascia numero complessivo dipendenti, e collaboratori se presenti, nella/e sede/i della società in Italia";"Fascia numero dipendenti, e collaboratori se presenti, nella/e sede/i della società in Italia che svolgono attività in ambito Esg";"Purpose";"La società rendiconta le informazioni sui fattori ESG?";"Servizio 1";"Servizio 2";"Servizio 3";"Servizio 4";"Servizio 5";"Servizio 6";"Servizio 7";"Servizio 8";"Servizio 9";"Servizio 10";"Servizio 11";"Servizio 12";"Servizio 13";"Servizio 14";"Servizio 15";"Servizio 16";"Servizio 17";"Servizio 18";"Servizio 19";"Servizio 20";"Servizio 21";"Servizio 22";"Servizio 23";"Servizio 24";"Servizio 25";"Servizio 26";"Servizio 27";"Servizio 28"
"Pippo65";;"Via, Milano 65";;;"www.eticanews.it";"info@eticanews.it";"+39 123520";1991;2012;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"Aermec SpA ";"Panapesca SpA ";"Tecres SpA ";"Vetrocar";"Menz&Gasser SpA";"Azienda del settore trasporti:
-	Sviluppo di un tool Ecoprofile per calcolare l’impatto ambientale di ogni viaggio effettuato dai soci-fornitori
-	Rendicontazione di sostenibilità biennale;
-	Formazione ESG al personale e ai soci.";"Riconosciuto come leader di settore con una profonda conoscenza del contesto ESG reale, IPLUS si distingue per un approccio integrato e personalizzato alla consulenza in ambito sostenibilità, maturato dal 2012. Grazie a un team multidisciplinare altamente specializzato, è in grado di supportare le aziende in tutti gli aspetti ESG, offrendo servizi avanzati, percorsi triennali strutturati e ampie sessioni formative. ";"10 a 50";"10 a 50";"Sogniamo di fare business solo con impatti positivi senza esternalità negative.
La sostenibilità diventerà un prerequisito di qualsiasi impresa.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";"Asseverazione bilanci di sostenibilità";"Carbon footprint & neutrality";"Certificazione/asseverazione";"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";"HR & formazione";;"Life Cycle Assessment";"Procurement";"Rating di sostenibilità e Esg (emissione)";"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;"Waste management";"Water management";
"Pippo66";;"Via, Milano 66";;;"www.eticanews.it";"info@eticanews.it";"+39 123521";2021;;"Inferiore a 500.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;;"NUVA è una società di consulenza specializzata nelle tematiche di sostenibilità.

La sua missione è quella di accelerare la transizione verso modelli di business responsabili, tramite servizi di ricerca, valutazione d’impatto, consulenza strategica e rendicontazione non finanziaria. 

A contraddistinguere il suo operato è l'approccio olistico alle tematiche ESG e l'adozione di strumenti digitali a supporto dei clienti. ";"2 a 10";"2 a 10";"Favorire l’affermazione e il consolidamento di modelli imprenditoriali responsabili e di buone prassi orientate ai principi della sostenibilità, che siano in grado di integrare obiettivi economici, sociali e ambientali";"Le informazioni in materia di ESG sono contenute nel bilancio annuale dell’azienda";;"Carbon footprint & neutrality";;;;"Consulenza su società benefit";;"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";"HR & formazione";;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
"Pippo67";;"Via, Milano 67";"Via Monte San Michele 44, 76011, Bisceglie (BT)";;"www.eticanews.it";"info@eticanews.it";"+39 123522";2014;2019;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;;"Lavoriamo con le imprese per favorire la transizione verso modelli di business più responsabili ed inclusivi e progettare strategie aziendali sostenibili, sostenute da consapevole gestione del rischio e comprensione e valutazione degli impatti ambientali, sociali e di buon governo in coerenza con la normativa nazionale ed europea di riferimento. Promuoviamo l’approccio strategico alle questioni ESG e supportiamo la rendicontazione di sostenibilità sulla base di framework internazionali condivisi";"2 a 10";"2 a 10";"Favorire la transizione verso modelli di business più responsabili ed inclusivi e progettare strategie aziendali sostenibili, sostenute da una consapevole gestione del rischio e comprensione e valutazione degli impatti ambientali, sociali e di buon g";"Non vi è rendicontazione sui fattori ESG";;;;;;"Consulenza su società benefit";;"Diversity & Inclusion policy";;;"Governance Esg";;;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";;"Supply chain analysis & management";;;;;
"Pippo68";"Topolino 68";"Via, Milano 68";;"Lugomare, Napoli 1";"www.eticanews.it";"info@eticanews.it";"+39 123523";1983;2017;"Superiore a 10.000.000 €";"Superiore a 5.000.000 €";"LVMH";"HERA";"Esprinet";"Ferragamo";"Salcef Group";;"Accountability, oltre la compliance. Il nostro team ESG è composto da professionisti con competenze multidisciplinari, necessarie per affrontare i progetti integrati di sostenibilità, in grado di offrire un supporto concreto ed efficace, operativo e strategico nello stesso tempo, elevati standard qualitativi e una seniority adeguata. Le metodologie riflettono lo stato dell’arte e una best practice riconosciuta. Gli interventi hanno un taglio pragmatico orientato al business delle imprese.";"100 a 500";"50 a 100";;"Non vi è rendicontazione sui fattori ESG";"Asseverazione bilanci di sostenibilità";"Carbon footprint & neutrality";"Certificazione/asseverazione";"Comunicazione";"Consulenza Finanziaria";"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";"HR & formazione";"Investor relation";"Life Cycle Assessment";"Procurement";;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;"Waste management";"Water management";"Biodiversity assessment & Strategy"
"Pippo69";"Topolino 69";"Via, Milano 69";"Via Monte San Michele 44, 76011, Bisceglie (BT)";;"www.eticanews.it";"info@eticanews.it";"+39 123524";2023;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"Trasporti Romagna";"Trafilerie Carlo Gnutti";"Zucchetti Centro Sistemi S.p.A.";"Walvoil";"Piva Group";"Valutazione del ciclo di vita (LCA) degli inverter ZCS Azzurro per quantificare gli impatti ambientali e migliorare la sostenibilità del prodotto lungo l’intero ciclo di vita: dalla produzione allo smaltimento.";"Ollum è una società di consulenza ambientale che guida le imprese nella transizione ecologica. Con un team giovane e multidisciplinare, accompagna le imprese nella transizione ecologica con rigore scientifico, soluzioni personalizzate e strumenti innovativi. Trasforma la sostenibilità in vantaggio competitivo. Offre servizi come analisi LCA, strategie ESG, economia circolare ed ecodesign, trasformando la sostenibilità in un'opportunità di innovazione e competitività.";"10 a 50";"2 a 10";"Ollum esiste per guidare le imprese nella transizione ecologica, rendendo la sostenibilità un motore di innovazione e crescita concreta, con soluzioni personalizzate e scientificamente fondate.";"Le informazioni in materia di ESG sono contenute nel bilancio annuale dell’azienda";"Asseverazione bilanci di sostenibilità";"Carbon footprint & neutrality";;;;;"Compliance";;"Esg Data Management";"Efficientamento energetico";"Governance Esg";;;"Life Cycle Assessment";;"Rating di sostenibilità e Esg (emissione)";"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;;"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;"Waste management";"Water management";
"Pippo70";"Topolino 70";"Via, Milano 70";;;"www.eticanews.it";"info@eticanews.it";"+39 123525";2020;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"ATM Azienda Trasporti Milanesi";"High Level Panel for a Sustainable Ocean Economy";"Janssen";;;"ATM comunicazione valori di inclusione. Campagna articolata in uscita a giugno 2025 e ottobre 2025.";"Supportiamo i clienti nelle campagne ESG con consulenza strategica che valorizza l’impegno e garantisce azioni efficaci. Promuoviamo una comunicazione responsabile, autentica e innovativa, evitando claim esagerati o ingannevoli. Puntiamo a esprimere la purpose aziendale attraverso iniziative ESG che coinvolgono concretamente tutti gli stakeholder.";"2 a 10";"2 a 10";"Sviluppiamo strategie, campagne e progetti per trasmetterne efficacemente l’autenticità e per raccontare brand, prodotti, servizi e iniziative coinvolgendo e attivando i differenti stakeholders. ";"Non vi è rendicontazione sui fattori ESG";;;;;;;;;;;;;;;;;;;;;;;;;;;;"Progetti e campagne di comunicazione ESG e dei valori della CSR"
"Pippo71";"Topolino 71";"Via, Milano 71";"Via Monte San Michele 44, 76011, Bisceglie (BT)";;"www.eticanews.it";"info@eticanews.it";"+39 123526";1990;2019;"Compreso tra 500.000 € e 2.000.000 €";"Inferiore a 250.000 €";;;;;;"Sviluppo di un framework per valutare e rendicontare la sostenibilità e i rischi connessi in linea con
normativa e best practice internazionali (es. UN PRI, SFDR, CSRD):analisi doppia materialità, identificazione e
misurazione KPI per valutare performance e rischi ESG materiali, ESG data model, reporting e adeguamento
organizzativo e di governance.";"Accompagniamo le imprese nel percorso di sostenibilità per affrontare i rischi emergenti, migliorare la
governance e diventare più sostenibili: promuoviamo lo scambio di conoscenze e l’educazione sulla
sostenibilità (eventi formativi, pubblicazioni), aiutiamo le imprese a guardare con fiducia al futuro per
definire la propria strategia, con approcci basati sui dati e conformi alle nuove normative, integrando i temi
ESG nei processi e nei sistemi informativi aziendali con soluzioni innovative.";"10 a 50";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";;;;;;"Consulenza su società benefit";"Compliance";;"Esg Data Management";;"Governance Esg";;;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;;"Strategia (piani, obiettivi, azioni)";;;"Third Party Opinion";;;
"Pippo72";;"Via, Milano 72";"Via Monte San Michele 44, 76011, Bisceglie (BT)";"Lugomare, Napoli 1";"www.eticanews.it";"info@eticanews.it";"+39 123527";2003;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"COPURA SOC COOP";"RIMEF SRL";"ICR SRL";"CISA SPA";;;"Siamo consulenti esperti nella redazione di bilanci di sostenibilità, conseguimento di Rating ESG (EcoVadis) e nell’ottenimento di Certificazioni, in particolare legate alla Legalità, Parità di Genere e D&I, all’organizzazione di eventi sostenibili. Formazione specifica, esperienza pluriennale e aggiornamento continuo sono i fattori che contraddistinguono il Team di Bilanciarsi e che permettono di garantire ai nostri clienti massima professionalità e specializzazione in ogni ambito di intervento";;;"Bilanciarsi si propone come un partner per le aziende che desiderano integrare la sostenibilità e l'equità nei loro processi, contribuendo a creare valore non solo economico, ma anche sociale e ambientale.";"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;"Comunicazione";;;"Compliance";"Diversity & Inclusion policy";;;"Governance Esg";;;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;
"Pippo73";;"Via, Milano 73";"Via Monte San Michele 44, 76011, Bisceglie (BT)";;"www.eticanews.it";"info@eticanews.it";"+39 123528";2021;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;;"ThePLEDGE è uno studio di consulenza di sostenibilità per PMI, con attenzione ai settori a filiera complessa come l’industria manifatturiera e la Moda. La nostra metodologia modulare, applicata con successo su casi concreti, è resa possibile dalla specializzazione nello standard VSME, di cui siamo Community Member. Offriamo servizi di assessment, strategia, bilancio, comunicazione e formazione ESG.";"2 a 10";"2 a 10";"Esistiamo per rendere la sostenibilità accessibile, concreta e strategica per le PMI, valorizzandone unicità e potenziale trasformativo.";"Non vi è rendicontazione sui fattori ESG";;;;"Comunicazione";;;"Compliance";"Diversity & Inclusion policy";;;"Governance Esg";;;;"Procurement";;;"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;"Formazione "
"Pippo74";;"Via, Milano 74";;;"www.eticanews.it";"info@eticanews.it";"+39 123529";2015;2025;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;;"Rendicontare in modo serio e puntuale l'approccio alla sostenibilità per un miglioramento continuo e per la promozione della qualità e dell’eccellenza scientifica e tecnologica, associando la produzione aziendale a ricerca e innovazione.";;;;"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;"Comunicazione";;;;;"Esg Data Management";;;;;"Life Cycle Assessment";"Procurement";;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;"Stakeholder engagement";;"Supply chain analysis & management";;;;;"Certificazioni ambientali (supporto)"
"Pippo75";;"Via, Milano 75";"Via Monte San Michele 44, 76011, Bisceglie (BT)";"Lugomare, Napoli 1";"www.eticanews.it";"info@eticanews.it";"+39 123530";2007;2019;"Superiore a 10.000.000 €";"Superiore a 5.000.000 €";;;;;;;"Bureau Veritas Nexta si afferma come partner strategico per  'implementazione di strategie ESG, offrendo soluzioni personalizzate a imprese di ogni dimensione. Accompagniamo i clienti dalla valutazione iniziale all'implementazione, coprendo tutti gli aspetti ESG con consulenza strategica e supporto pratico. Il nostro Purpose è prevenire i rischi, consolidare e far evolvere il business dei nostri clienti, valorizzandone il contributo verso la comunità e l'ambiente";"100 a 500";"10 a 50";"Il nostro Purpose è prevenire i rischi, consolidare e far evolvere il business dei nostri clienti, valorizzandone il contributo verso la comunità e l'ambiente.
https://www.nexta.bureauveritas.it/chi-siamo";"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";;"Carbon footprint & neutrality";;"Comunicazione";;;"Compliance";;;"Efficientamento energetico";"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;"Richi meteo climatici, Etichettatura EPD, Energie rinnovabili, Tassonomia DNSH"
"Pippo76";;"Via, Milano 76";;;"www.eticanews.it";"info@eticanews.it";"+39 123531";2010;2022;"Superiore a 10.000.000 €";"Inferiore a 250.000 €";"Mutina";"Save The Duck ";"Autogrill";"Biorepack";"Unicoop Tirreno";"Nel 2024, abbiamo ampliato la collaborazione con Mutina, proseguendo il percorso di trasformazione in chiave ESG avviato nel 2023. Attraverso la stesura del loro primo Report di Impatto, abbiamo messo a sistema tutte le iniziative volte a dare un contributo concreto agli SDGs prioritari per l’azienda: 17, 13, 12, 8 e 5. ";"Il nostro obiettivo è trasformare le aziende in Good Company, ossia in realtà che non solo generano valore economico per i propri shareholder ma che siano in grado di produrre impatto positivo per tutti gli stakeholder. Abbiamo un approccio studiato su misura per ogni singola azienda con percorsi in chiave ESG unici e differenzianti. Ma siamo in grado di rispondere anche a richieste one shot laddove necessarie quali singoli rating ESG o altro richiesti da capo filiera, banche, fondi o altro. ";"Oltre 500";"2 a 10";"Retex accompagna le aziende nella transizione verso un nuovo significato di Retail, favorendo i comportamenti improntati alla sostenibilità e responsabilità, e ispirando relazioni rilevanti tra le persone.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";;;"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;
"Pippo77";;"Via, Milano 77";;;"www.eticanews.it";"info@eticanews.it";"+39 123532";2010;2017;"Compreso tra 5.000.000 € e 10.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;"Pianificazione di Sostenibilità per una realtà del settore idrico";"Approccio integrato e personalizzato: Offriamo soluzioni ESG su misura, adattate alle specifiche esigenze del cliente
Approccio integrato e su misura: Progettiamo strategie ESG personalizzate, costruite sulle specificità operative, normative e reputazionali del cliente.

Competenze specifiche e strutturate: Operiamo con esperienza consolidata in settori strategici come le utilities";"10 a 50";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";"Asseverazione bilanci di sostenibilità";;"Certificazione/asseverazione";;"Consulenza Finanziaria";"Consulenza su società benefit";"Compliance";;;;;;;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;"Waste management";"Water management";
"Pippo78";;"Via, Milano 78";;;"www.eticanews.it";"info@eticanews.it";"+39 123533";2021;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;;"Obiettivo Cinque, società di consulenza specializzata nella promozione della parità di genere nei contesti lavorativi, nasce nel 2021 all'indomani della pandemia da Covid-19 ed è una delle prime realtà in Italia creata esclusivamente per la realizzazione di Bilanci di Genere e Gender Action Plan. Obiettivo Cinque ha successivamente consolidato una significativa esperienza nell’ambito della formazione e nell’accompagnamento alla Certificazione della parità di genere di cui all’UNI/PdR 125:2022.";"2 a 10";"2 a 10";"Obiettivo Cinque esiste per essere un punto di riferimento per le aziende che desiderano intraprendere un cambiamento concreto e sostenibile in tema di parità di genere e per contribuire al raggiungimento dell’SDG 5 dell’Agenda 2030 dell’ONU.";"Non vi è rendicontazione sui fattori ESG";;;;;;;;"Diversity & Inclusion policy";;;;"HR & formazione";;;;;;"Rendicontazione & reporting";;;;"Strategia (piani, obiettivi, azioni)";;;;;;"Attività di accompagnamento alla Certificazione della parità di genere di cui all'UNI/PdR 125:2022"
"Pippo79";;"Via, Milano 79";;;"www.eticanews.it";"info@eticanews.it";"+39 123534";2022;;"Compreso tra 500.000 € e 2.000.000 €";"Inferiore a 250.000 €";;;;;;;"Il nostro intervento in ambito ESG si pone l'obiettivo di andare oltre gli aspetti di mera compliance, puntando allo sviluppo di strategie di sostenibilità che interagiscano in maniera sinergica con i modelli operativi aziendali e con gli altri strumenti di risk management.";"2 a 10";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";;;;"Comunicazione";"Consulenza Finanziaria";;"Compliance";;;;"Governance Esg";;;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;
"Pippo80";;"Via, Milano 80";;;"www.eticanews.it";"info@eticanews.it";"+39 123535";2000;2022;"Compreso tra 5.000.000 € e 10.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;;"Sea lavora nella consulenza alle aziende da oltre 30 anni, ha al suo interno più di 60 collaboratori specializzati in vari settori, e più di un centinaio di collaboratori esterni. Sea segue e supporta le aziende in tutti gli adempimenti normativi e in tutti i progetti di sviluppo e miglioramento ESG. Siamo leader nel settore della Salute e sicurezza, della consulenza ambientale, formazione, consulenza per i sistemi di gestione, calcolo del LCA, CFO, EPD e riorganizzazione aziendale.";"50 a 100";"10 a 50";"SEA supporta le aziende e le pubb. amm. nella complessa gestione dei loro processi, promuove la cultura dell'innovazione, il rispetto dell'ambiente e delle persone, l'affermazione di scelte responsabili per uno sviluppo durevole e sostenibile";"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;"Comunicazione";;;"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";"HR & formazione";;"Life Cycle Assessment";"Procurement";;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;"Waste management";"Water management";"consulenza in ambito sistemi di certificazione e modelli organizzativi"
"Pippo81";;"Via, Milano 81";;;"www.eticanews.it";"info@eticanews.it";"+39 123536";2021;;"Compreso tra 2.000.000 € e 5.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"Progest";"Terre Cevico";"Agribologna";"Coop Amiatina";"ECHOES";"Consulenza ESG a PROGEST per rendicontazione sostenibile del Gruppo secondo ESRS e redazione volontaria per partecipate su base VSME: governance, KPI e trasparenza per la CSRD.";"Siamo parte del network Moore Global e offriamo consulenza ESG integrata, con focus sul coinvolgimento degli stakeholder secondo lo standard AA1000. Supportiamo imprese di ogni settore, adattando i servizi a filiera e governance, e offriamo formazione mirata per diffondere cultura e competenze ESG, accompagnando i clienti nel percorso verso la sostenibilità.";"10 a 50";"2 a 10";"Guidiamo le imprese verso un futuro sostenibile, supportandole nel cambiamento verso pratiche responsabili. Il nostro scopo è ispirare e facilitare la trasformazione in armonia con ambiente, società ed economia.";"Non vi è rendicontazione sui fattori ESG";"Asseverazione bilanci di sostenibilità";"Carbon footprint & neutrality";"Certificazione/asseverazione";;;"Consulenza su società benefit";;"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;
"Pippo82";;"Via, Milano 82";;;"www.eticanews.it";"info@eticanews.it";"+39 123537";2000;2021;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"sielte";"toyota material handling";"icts italia";"chimec";"italiana petroli";;"competenza di 25 anni nei temi specifici della sostenibilità";"10 a 50";"2 a 10";"è la nostra missione : Lavoriamo affinché le Organizzazioni e le persone siano consapevoli del valore socio-economico di comportamenti orientati alla sostenibilità, e operino concretamente per realizzare nuovi e migliori stili di vita.";"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";;"Carbon footprint & neutrality";;;;;"Compliance";"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";"HR & formazione";;"Life Cycle Assessment";"Procurement";;;"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;"Waste management";;
"Pippo83";;"Via, Milano 83";;;"www.eticanews.it";"info@eticanews.it";"+39 123538";1999;2010;"Superiore a 10.000.000 €";"Compreso tra 1.000.000 € e 2.500.000 €";"CDP Venture Capital";"Huhtamaki";"F2i";"Triton";"Ambienta SGR";"Cliente manifattura e costruzioni: sviluppo di una strategia di ESG comprensiva di ESG policy, ESRS Gap Analysis e Analisi di Doppia Materialità";"Ramboll Italy assiste i propri clienti in ambito strategico offrendo verticalità tecnica/ingegneristica sui vari temi materiali in ambito ESG al fine di
minimizzare il rischio di greenwashing e promuovere la trasformazione dei modelli di business.";"100 a 500";"50 a 100";"Improved living conditions and protection of the natural environment is the purpose of everything we do.";"Le informazioni in materia di ESG sono contenute nel bilancio annuale dell’azienda";;"Carbon footprint & neutrality";;;;;"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";"HR & formazione";"Investor relation";"Life Cycle Assessment";"Procurement";;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";"Third Party Opinion";"Waste management";"Water management";"Due Diligence ESG"
"Pippo84";;"Via, Milano 84";;;"www.eticanews.it";"info@eticanews.it";"+39 123539";1999;2010;"Compreso tra 2.000.000 € e 5.000.000 €";"Compreso tra 1.000.000 € e 2.500.000 €";;;;;;;"LCE fornisce servizi cuciti su misura del cliente, dispone di un team multidisciplinare in grado di rispondere alle diverse esigenze (dalla misurazione delle performance ESG, all'impostazione di piani di sostenibilità, alla reportistica di sostenibilità). Lo scorso anno abbiamo redatto il nostro primo documento di sostenibilità che racconta chi siamo, è in elaborazione il suo aggiornamento.";"10 a 50";"10 a 50";"Our mission is to empower companies and organizations to
understand, improve, and communicate their environmental and
social footprint, aiming at maintaining a positive impact on society
and the planet.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;"Carbon footprint & neutrality";;;;;;;"Esg Data Management";;;;;"Life Cycle Assessment";;;;"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
"Pippo85";;"Via, Milano 85";;;"www.eticanews.it";"info@eticanews.it";"+39 123540";1995;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;"Alcuni nostri clienti, con l'assistenza di ALI, hanno redatto un bilancio di sostenibilità pur non avendo ancora l’ l'obbligo legale di predisporlo. Questo ha portato ad un miglioramento del loro posizionamento e della loro strategia sulle tematiche ESG. 
 ";"ALI è tra le poche società di consulenza italiane “training partner” qualificato EcoVadis, una delle principali piattaforme di rating della sostenibilità. 
ALI fornisce servizi in materia di sistemi di gestione sulle tematiche della sostenibilità fin dagli anni 90, in particolare per quanto riguarda la gestione ambientale ed ha affiancato numerosi direzioni di impresa nello sviluppo delle proprie strategie della sostenibilità.";"10 a 50";"2 a 10";"Incrementare il valore dei nostri clienti, migliorare la gestione della sostenibilità e la cultura aziendale";"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";;"Carbon footprint & neutrality";"Certificazione/asseverazione";"Comunicazione";;;"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;"Waste management";"Water management";
"Pippo86";;"Via, Milano 86";;;"www.eticanews.it";"info@eticanews.it";"+39 123541";2011;2019;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"Assofondipensione";"Fondo Cometa";"Fondo Espero ";"Fondazione Ethos";;"Realizzazione del Progetto di Voto coordinato e consortile di Assofondipensione, cui aderiscono attualmente 15 fondi pensione negoziali italiani";"Frontis Governance supporta gli investitori istituzionali clienti lungo tutte le attività di azionariato attivo (esercizio del diritto di voto ed engagement) mediante la definizione e l'applicazione di linee guida personalizzate, e sulla base dell'analisi accurata di ciascuna società partecipata riguardo le tematiche ESG più rilevanti per il cliente";"2 a 10";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";;;;;;;;;;;"Governance Esg";;;;;;;;;"Shareholder engagement";;;;;;;;"Supporto esercizio del diritto di voto sulla base di analisi di fattori ESG"
